Code,Opština,Godina,Ukupno,Austrija,Italija,Francuska,Holandija,Nemačka,Švajcarska,Švedska,Ujedinjeno Kraljevstvo,Kanada,SAD,Australija,Ostale,Mađarska,Rusija,Nepoznata zemlja
70521,Žabari                   ,2002,5308,2586,731,587,1,578,614,45,9,7,11,69,15,0,2,53
70530,Žagubica                 ,2002,2166,820,465,223,24,343,215,6,0,1,10,22,11,3,6,17
70548,Žitorađa                 ,2002,615,136,4,55,11,151,67,12,0,1,12,13,128,0,13,12
70556,Zaječar                  ,2002,3513,1021,106,186,11,1262,427,26,9,28,93,25,206,2,1,110
70564,Ivanjica                 ,2002,411,56,7,87,10,79,62,1,0,18,37,2,17,1,27,7
70572,Kladovo                  ,2002,7750,3647,17,550,11,1122,159,613,7,3,19,33,1444,2,3,120
70599,Knić                     ,2002,313,24,11,19,0,53,68,61,2,10,8,4,15,0,5,33
70602,Knjaževac                ,2002,929,150,43,68,1,464,55,2,2,12,23,4,66,0,8,31
70629,Kosjerić                 ,2002,278,7,5,52,4,53,103,14,4,5,0,2,10,0,10,9
70637,Koceljeva                ,2002,1067,660,64,53,33,110,29,3,1,14,4,18,27,4,11,36
70645,Kragujevac - grad        ,2002,5420,608,591,496,60,1270,890,298,42,159,231,89,372,4,88,222
70653,Kraljevo                 ,2002,4894,352,693,419,109,1132,876,187,83,130,240,91,267,0,145,170
70661,Krupanj                  ,2002,467,100,14,23,21,82,92,4,0,2,3,2,24,0,75,25
70670,Kruševac                 ,2002,6393,1211,226,301,59,2061,1557,134,18,82,105,109,171,1,132,226
70688,Kuršumlija               ,2002,305,15,19,8,6,137,34,8,1,0,19,7,36,0,4,11
70696,Kučevo                   ,2002,6267,2934,872,169,39,547,1457,79,1,6,13,29,74,0,1,46
70700,Lajkovac                 ,2002,423,66,33,32,16,89,92,17,4,2,8,6,33,0,1,24
70718,Lebane                   ,2002,719,135,224,146,7,99,14,4,5,5,20,2,28,0,12,18
70726,Leskovac                 ,2002,5151,920,121,474,100,1247,1101,245,35,22,96,61,391,0,213,125
70734,Loznica                  ,2002,5620,625,103,227,232,1379,1988,78,21,72,40,174,191,2,187,301
70742,Lučani                   ,2002,452,98,16,58,7,89,29,6,0,7,31,13,48,0,32,18
70769,Ljig                     ,2002,498,79,9,18,3,143,101,20,4,14,47,7,36,1,4,12
70777,Ljubovija                ,2002,278,103,6,15,2,48,24,0,0,1,18,4,8,0,22,27
70785,Majdanpek                ,2002,1288,433,354,72,4,122,75,8,2,7,54,20,95,0,1,41
70793,Mali Zvornik             ,2002,680,133,47,21,30,165,56,28,5,20,22,27,32,3,70,21
70807,Malo Crniće              ,2002,5074,3406,592,147,23,406,396,18,0,0,22,18,5,1,0,40
70815,Medveđa                  ,2002,669,20,158,29,9,108,287,7,4,9,3,4,21,0,4,6
70823,Merošina                 ,2002,523,84,56,48,1,112,89,13,0,1,8,1,90,0,12,8
70831,Mionica                  ,2002,328,75,1,25,2,92,44,19,0,0,14,12,22,1,17,4
70840,Negotin                  ,2002,14217,7297,26,977,30,3496,1028,213,8,33,203,106,528,4,1,267
70858,Niš /Niš/                     ,2002,5990,410,154,307,170,2040,527,489,77,315,224,208,816,2,66,185
70866,Nova Varoš               ,2002,185,4,12,1,28,53,9,4,1,7,3,3,19,0,10,31
70874,Novi Pazar               ,2002,10560,529,83,260,373,5926,1090,657,17,63,218,53,779,5,53,454
70882,Osečina                  ,2002,408,63,17,60,36,112,32,5,1,18,9,6,35,0,4,10
70904,Paraćin                  ,2002,5684,1885,41,446,8,1277,888,397,2,66,93,278,98,0,15,190
70912,Petrovac                 ,2002,11485,4166,967,1332,81,1178,3491,29,2,11,16,70,36,1,4,101
70939,Pirot                    ,2002,926,89,31,59,50,388,51,8,3,36,24,28,97,0,21,41
70947,Požarevac                ,2002,8542,4022,1956,433,107,952,331,247,24,34,67,77,109,0,20,163
70955,Požega                   ,2002,454,19,27,69,1,109,85,12,3,16,11,5,39,0,37,21
70963,Preševo                  ,2002,12991,966,26,189,65,2340,7656,119,36,34,489,61,869,8,1,132
70971,Priboj                   ,2002,3417,366,23,109,438,988,140,268,2,26,226,89,139,3,81,519
70980,Prijepolje               ,2002,4709,128,42,135,237,2275,96,328,26,90,129,48,416,1,94,664
70998,Prokuplje                ,2002,1764,203,52,107,48,586,389,73,13,35,32,29,131,0,14,52
71005,Ražanj                   ,2002,532,110,3,70,0,87,197,5,0,6,1,3,13,0,14,23
71013,Rača                     ,2002,1085,405,21,206,8,102,246,2,1,9,28,11,10,0,3,33
71021,Raška                    ,2002,864,24,24,21,2,167,527,3,3,14,11,8,26,1,14,19
71030,Rekovac                  ,2002,1264,57,39,65,7,254,718,32,0,2,45,10,12,0,5,18
71048,Jagodina                 ,2002,5509,1327,169,592,26,1257,1487,125,22,37,72,119,124,9,19,124
71056,Svilajnac                ,2002,7742,1344,42,3073,2,960,1869,126,7,61,52,46,55,0,5,100
71064,Svrljig                  ,2002,370,68,3,8,6,203,9,30,0,0,1,2,26,0,4,10
71072,Sjenica                  ,2002,5935,181,16,267,244,2858,458,305,22,6,148,9,293,7,18,1103
71099,Smederevo                ,2002,7521,2873,1345,348,52,1346,529,113,40,121,158,149,248,3,83,113
71102,Smederevska Palanka      ,2002,2777,1189,139,249,67,471,309,30,10,22,41,31,118,0,49,52
71129,Sokobanja                ,2002,1041,348,20,241,0,128,154,16,2,11,26,12,59,1,5,18
71137,Surdulica                ,2002,1436,119,30,8,56,880,30,144,3,0,14,1,50,0,60,41
71145,Užice                    ,2002,1201,38,31,115,28,268,132,34,31,56,47,25,188,4,152,52
71153,Topola                   ,2002,1299,125,14,103,3,212,723,6,6,22,21,2,11,0,6,45
71161,Trgovište                ,2002,26,1,1,7,0,1,4,0,0,0,1,0,10,0,0,1
71170,Trstenik                 ,2002,2966,144,48,125,30,572,1672,21,11,39,105,65,74,0,7,53
71188,Tutin                    ,2002,6347,343,23,62,100,4451,209,173,4,2,43,27,558,0,57,295
71196,Ćićevac                  ,2002,440,80,44,48,2,135,53,8,0,13,6,1,26,0,8,16
71200,Ćuprija                  ,2002,5232,612,14,280,7,409,3277,223,7,24,29,85,63,0,3,199
71218,Ub                       ,2002,1741,951,103,124,17,248,72,16,10,38,15,14,63,0,24,46
71226,Crna Trava               ,2002,27,0,0,3,2,1,1,6,0,0,0,0,1,0,8,5
71234,Čajetina                 ,2002,156,16,0,17,6,33,17,6,3,4,4,1,27,1,18,3
71242,Čačak                    ,2002,2494,144,107,348,74,700,330,81,38,90,138,50,217,2,57,118
71269,Šabac                    ,2002,6187,1532,458,318,278,1964,369,78,68,90,140,90,428,4,115,255
71277,Lapovo                   ,2002,904,231,9,257,0,133,141,13,1,9,44,4,40,0,6,16
71285,Niška Banja /Niš/             ,2002,317,62,15,28,4,71,27,31,0,13,8,9,25,0,1,23
80012,Ada                      ,2002,797,108,2,17,3,284,5,20,1,82,11,0,18,237,0,9
80039,Alibunar                 ,2002,2641,331,15,43,6,285,543,129,10,140,767,48,254,0,11,59
80047,Apatin                   ,2002,1307,199,20,5,8,722,46,10,13,56,20,31,80,61,5,31
80055,Bač                      ,2002,1006,141,190,18,2,444,41,8,5,15,22,19,72,0,16,13
80063,Bačka Palanka            ,2002,1242,180,50,22,9,567,121,32,11,35,21,29,103,4,7,51
80071,Bačka Topola             ,2002,835,50,9,3,7,292,17,10,26,42,5,14,21,329,2,8
80080,Bački Petrovac           ,2002,625,73,22,24,2,244,34,5,3,50,13,13,134,0,0,8
80098,Bela Crkva               ,2002,2629,1549,198,42,3,284,76,152,3,17,179,4,62,1,0,59
80101,Beočin                   ,2002,387,75,0,2,1,150,26,52,3,5,9,11,42,0,0,11
80110,Bečej                    ,2002,1040,89,12,14,5,402,111,26,6,31,13,21,36,248,3,23
80128,Vršac                    ,2002,4341,1017,41,42,17,826,833,707,14,87,285,34,290,13,5,130
80136,Žabalj                   ,2002,921,264,19,15,5,366,81,29,7,22,18,60,20,1,0,14
80144,Žitište                  ,2002,1156,268,3,27,13,378,49,25,12,29,156,53,66,38,2,37
80152,Zrenjanin                ,2002,3537,504,80,97,64,1448,164,70,31,174,186,113,287,185,31,103
80179,Inđija                   ,2002,1877,233,113,67,47,899,124,58,21,33,33,37,108,1,20,83
80187,Irig                     ,2002,372,36,18,9,11,156,49,4,4,23,5,11,24,1,1,20
80195,Kanjiža                  ,2002,1011,32,1,10,2,397,40,14,8,5,11,6,11,464,0,10
80209,Kikinda                  ,2002,1373,87,39,36,29,610,55,27,33,94,76,41,108,55,15,68
80217,Kovačica                 ,2002,1141,229,4,46,14,379,21,48,1,20,165,33,126,18,18,19
80225,Kovin                    ,2002,2375,823,206,220,23,540,83,122,14,18,85,62,86,42,7,44
80233,Kula                     ,2002,1265,141,75,39,2,616,59,13,10,94,48,31,68,34,0,35
80241,Mali Iđoš                ,2002,469,9,1,11,3,176,28,6,9,5,3,32,19,157,0,10
80250,Nova Crnja               ,2002,243,28,7,7,6,101,10,2,0,1,3,2,27,35,1,13
80268,Novi Bečej               ,2002,571,77,11,11,1,242,31,5,12,17,14,11,57,51,6,25
80276,Novi Kneževac            ,2002,384,29,1,5,1,174,60,2,2,15,21,8,16,39,1,10
80284,Novi Sad - grad          ,2002,7657,711,270,175,159,2634,419,191,264,505,478,236,936,334,96,249
80292,Opovo                    ,2002,288,38,1,34,10,79,43,17,0,0,10,3,27,0,12,14
80306,Odžaci                   ,2002,1121,86,38,50,9,524,86,58,10,12,25,43,94,23,17,46
80314,Pančevo                  ,2002,5131,630,152,241,47,1464,369,447,77,210,356,201,587,34,89,227
80322,Pećinci                  ,2002,404,132,23,9,4,102,44,11,2,2,3,10,22,0,18,22
80349,Plandište                ,2002,1086,130,7,24,6,185,303,113,0,27,93,148,19,10,1,20
80357,Ruma                     ,2002,2731,617,239,60,115,859,245,57,27,61,76,75,184,3,27,86
80365,Senta                    ,2002,913,49,4,2,11,171,17,13,1,30,8,5,40,551,1,10
80373,Sečanj                   ,2002,748,195,17,8,13,285,41,22,7,1,40,11,77,2,0,29
80381,Sombor                   ,2002,2855,346,101,40,28,1309,121,30,49,67,56,48,305,257,19,79
80390,Srbobran                 ,2002,323,34,8,5,1,141,24,0,2,0,6,12,28,26,5,31
80403,Sremska Mitrovica        ,2002,2865,931,101,85,72,890,276,47,20,51,55,38,188,2,27,82
80411,Sremski Karlovci         ,2002,231,7,6,2,6,107,26,0,10,2,13,6,31,4,1,10
80420,Stara Pazova             ,2002,2811,382,105,88,71,1052,251,75,26,91,80,81,245,7,69,188
80438,Subotica                 ,2002,4093,282,49,48,22,1267,99,100,41,184,124,58,244,1470,17,88
80446,Temerin                  ,2002,1006,213,11,29,6,387,57,19,9,29,4,25,20,158,2,37
80454,Titel                    ,2002,590,195,13,17,0,241,69,0,1,1,1,12,14,1,5,20
80462,Vrbas                    ,2002,671,55,17,11,28,351,25,10,10,22,13,18,50,21,4,36
80489,Čoka                     ,2002,239,18,1,7,0,89,14,13,0,7,1,5,5,71,0,8
80497,Šid                      ,2002,1380,299,44,48,45,481,150,14,18,38,21,38,92,0,2,90
70017,Aleksandrovac,2011,1921,46,38,112,1,133,1482,1,1,1,20,12,47,0,21,6
70025,Aleksinac,2011,1698,352,29,45,13,333,512,45,4,12,32,18,207,0,51,45
70033,Aranđelovac,2011,1314,233,53,131,4,245,232,36,12,26,71,40,173,1,28,29
70041,Arilje,2011,174,4,1,7,4,25,14,7,0,4,12,4,65,0,26,1
70050,Babušnica,2011,133,5,48,3,0,14,5,10,0,3,0,0,35,0,9,1
70068,Bajina Bašta,2011,590,24,7,34,9,73,200,6,5,16,21,2,132,1,57,3
70076,Batočina,2011,805,291,41,223,0,71,47,27,8,5,17,0,58,0,10,7
70084,Bela Palanka,2011,45,1,0,5,0,14,0,2,0,0,5,0,14,0,3,1
70092,Barajevo /Beograd/            ,2011,898,196,9,70,8,221,73,34,14,29,51,23,127,0,19,24
70106,Voždovac /Beograd/                  ,2011,4171,313,225,155,89,699,208,116,201,293,572,93,951,13,111,132
70114,Vračar /Beograd/                    ,2011,3006,95,121,162,66,216,144,67,264,279,563,100,733,12,82,102
70122,Grocka /Beograd/                    ,2011,3693,1028,131,240,35,768,285,351,23,69,143,98,353,4,90,75
70149,Zvezdara /Beograd/                  ,2011,4234,256,207,201,79,642,218,162,187,346,609,129,933,14,154,97
70157,Zemun /Beograd/                     ,2011,3821,229,241,136,76,705,238,152,130,223,432,114,939,10,145,51
70165,Lazarevac /Beograd/                 ,2011,959,474,26,46,9,136,28,16,14,12,56,10,104,5,16,7
70173,Mladenovac /Beograd/                ,2011,1483,532,79,77,35,275,116,64,10,29,38,8,135,1,37,47
70181,Novi Beograd /Beograd/              ,2011,6590,232,355,241,139,617,320,195,302,619,1140,165,1916,28,236,85
70190,Obrenovac /Beograd/                 ,2011,1934,901,119,103,19,265,94,56,10,25,69,10,160,3,56,44
70203,Palilula /Beograd/                  ,2011,3848,235,205,166,88,541,194,211,113,275,511,69,971,18,180,71
70211,Rakovica /Beograd/                  ,2011,2449,115,147,92,75,320,190,57,68,164,323,67,667,3,95,66
70220,Savski Venac /Beograd/              ,2011,1807,73,87,81,38,164,106,33,152,147,368,39,414,3,56,46
70238,Sopot /Beograd/                     ,2011,911,291,43,74,15,152,60,53,6,16,36,30,53,0,16,66
70246,Stari Grad /Beograd/                ,2011,2549,86,117,122,65,230,174,46,229,218,480,71,593,31,48,39
70254,Čukarica /Beograd/                  ,2011,4679,226,222,355,84,813,301,190,222,298,530,125,1079,16,153,65
70262,Blace,2011,343,10,7,21,6,96,52,98,0,2,4,2,35,1,8,1
70289,Bogatić,2011,1481,633,24,61,37,251,149,16,4,6,22,40,159,0,67,12
70297,Bojnik,2011,148,21,25,21,6,50,6,1,0,1,0,0,10,0,3,4
70319,Boljevac,2011,1396,858,8,31,1,212,196,5,1,4,5,10,45,1,4,15
70327,Bor,2011,1018,167,108,60,11,157,66,9,5,27,76,18,268,2,23,21
70335,Bosilegrad,2011,369,6,23,2,2,17,5,1,1,0,0,0,299,0,10,3
70343,Brus,2011,532,12,31,38,4,58,289,0,0,3,13,4,49,0,22,9
70351,Bujanovac,2011,368,14,22,19,4,122,57,41,0,1,3,0,71,2,1,11
70360,Valjevo,2011,2702,683,56,179,73,595,247,81,29,122,141,31,341,4,97,23
70378,Varvarin,2011,2456,825,65,194,2,988,147,103,1,4,50,5,46,0,2,24
70386,Velika Plana,2011,4920,1419,749,999,32,465,569,112,22,17,91,20,210,0,38,177
70394,Veliko Gradište,2011,5839,3056,2035,137,11,173,242,15,2,4,10,12,44,0,0,98
70408,Vladimirci,2011,1274,875,60,53,21,127,25,5,0,8,5,0,42,0,35,18
70416,Vladičin Han,2011,766,47,53,53,9,317,39,91,0,5,13,0,87,0,37,15
70424,Vlasotince,2011,590,83,176,55,12,59,24,11,1,0,10,18,123,0,13,5
70432,Vranje,2011,1519,52,86,72,5,390,284,137,11,21,44,3,337,0,40,37
70459,Vrnjačka Banja,2011,778,42,38,51,7,169,226,38,5,20,33,24,89,0,24,12
70467,Gadžin Han,2011,72,17,1,0,0,14,6,4,0,1,1,0,25,0,2,1
70475,Golubac,2011,2007,922,299,95,6,136,436,21,0,4,4,3,22,2,3,54
70483,Gornji Milanovac,2011,700,13,50,85,16,130,82,24,5,17,68,24,104,1,66,15
70491,Despotovac,2011,5840,1581,105,1242,1,243,1677,678,3,10,7,152,58,1,1,81
70505,Dimitrovgrad,2011,281,18,1,2,0,30,0,2,2,5,23,0,192,0,3,3
70513,Doljevac,2011,680,109,64,58,12,219,26,36,12,0,1,25,63,0,20,35
70521,Žabari,2011,4933,2447,714,477,2,439,561,37,9,1,11,16,27,0,1,191
70530,Žagubica,2011,2847,937,980,233,27,288,236,14,0,0,12,17,39,3,7,54
70548,Žitorađa,2011,126,27,1,16,0,11,16,1,0,0,0,1,42,0,8,3
70556,Zaječar,2011,2507,697,116,116,17,667,354,22,15,20,111,10,286,6,5,65
70564,Ivanjica,2011,220,20,8,9,5,37,29,4,3,5,30,0,42,0,27,1
70572,Kladovo,2011,6746,3359,31,420,6,807,131,534,3,1,31,7,1285,9,7,115
70599,Knić,2011,175,11,18,17,0,26,19,43,0,3,7,2,24,1,2,2
70602,Knjaževac,2011,504,53,18,47,3,132,19,13,1,12,59,1,122,0,11,13
70629,Kosjerić,2011,165,3,1,15,0,21,49,9,5,4,12,5,15,0,25,1
70637,Koceljeva,2011,1062,762,38,48,13,57,19,8,4,7,5,3,60,4,22,12
70645,Kragujevac,2011,4938,413,684,421,33,842,682,374,69,104,276,65,743,9,121,102
70653,Kraljevo,2011,3776,232,530,309,63,560,756,175,71,86,151,42,625,3,133,40
70661,Krupanj,2011,417,45,13,12,6,59,57,0,0,0,4,3,102,0,105,11
70670,Kruševac,2011,4079,669,248,170,36,761,1205,93,36,34,144,56,481,6,102,38
70688,Kuršumlija,2011,207,11,23,13,1,86,5,9,0,0,8,4,23,0,17,7
70696,Kučevo,2011,6824,3237,1235,174,61,410,1381,98,0,4,27,16,105,0,2,74
70700,Lajkovac,2011,232,26,11,6,3,46,80,4,1,1,8,0,34,0,1,11
70718,Lebane,2011,726,128,308,92,8,53,8,7,5,3,14,1,73,0,10,16
70726,Leskovac,2011,4691,783,244,414,69,711,1013,230,18,16,154,26,699,7,239,68
70734,Loznica,2011,5489,582,144,264,167,1117,1755,93,30,60,83,106,634,0,250,204
70742,Lučani,2011,305,46,6,22,3,41,12,6,2,6,37,7,74,0,31,12
70769,Ljig,2011,199,22,7,9,3,52,46,1,1,0,25,0,19,0,12,2
70777,Ljubovija,2011,376,95,17,9,4,50,27,0,0,1,4,1,111,0,55,2
70785,Majdanpek,2011,1117,391,353,16,0,63,43,14,1,8,25,3,129,0,5,66
70793,Mali Zvornik,2011,646,88,39,7,9,106,59,17,10,3,11,5,201,0,88,3
70807,Malo Crniće,2011,5519,3818,691,112,23,282,401,25,0,10,21,11,12,0,0,113
70815,Medveđa,2011,617,48,184,58,13,81,152,5,0,5,5,2,17,0,9,38
70823,Merošina,2011,350,28,39,48,0,39,73,5,0,0,10,0,80,0,13,15
70831,Mionica,2011,232,68,6,10,0,48,38,7,0,2,5,0,33,0,9,6
70840,Negotin,2011,12763,6753,47,709,32,2708,958,182,9,19,136,42,561,3,3,601
70866,Nova Varoš,2011,290,5,7,27,14,20,2,2,0,6,12,0,164,1,24,6
70874,Novi Pazar,2011,9925,592,109,236,266,5016,1050,636,16,69,188,9,1304,5,102,327
70882,Osečina,2011,238,26,2,34,16,67,21,5,0,8,11,0,29,0,9,10
70904,Paraćin,2011,4250,1583,29,337,16,701,743,394,7,28,65,116,157,0,21,53
70912,Petrovac na Mlavi,2011,10386,3662,1247,1163,49,717,3211,20,2,7,18,10,53,0,13,214
70939,Pirot,2011,935,47,65,51,29,280,59,14,5,11,46,18,272,2,26,10
70947,Požarevac,2011,7871,3552,2046,357,88,697,267,208,21,45,86,34,192,1,15,262
70955,Požega,2011,345,15,12,9,4,35,25,19,4,14,30,5,110,1,58,4
70963,Preševo,2011,167,2,0,0,1,51,63,1,0,0,0,0,32,0,0,17
70971,Priboj,2011,2448,146,17,99,282,537,101,156,8,15,103,26,850,0,82,26
70980,Prijepolje,2011,4560,99,41,155,203,1537,86,359,18,39,116,22,1727,1,84,73
70998,Prokuplje,2011,758,108,33,40,10,201,106,39,1,14,20,3,126,0,22,35
71005,Ražanj,2011,309,89,4,31,1,22,116,3,0,0,3,3,23,0,6,8
71013,Rača,2011,805,283,9,157,6,76,213,4,0,9,15,2,20,0,4,7
71021,Raška,2011,669,12,36,8,0,74,419,2,0,14,15,2,42,0,26,19
71030,Rekovac,2011,1036,47,48,57,2,164,577,45,0,1,48,7,25,0,2,13
71048,Jagodina,2011,4185,727,138,361,17,502,919,79,21,19,92,80,224,0,18,988
71056,Svilajnac,2011,6913,1200,57,2783,5,619,1766,130,4,28,34,38,74,0,15,160
71064,Svrljig,2011,299,48,13,9,10,126,0,21,0,0,6,1,54,0,10,1
71072,Sjenica,2011,2751,97,7,142,100,1219,194,111,0,10,76,1,731,0,15,48
71099,Smederevo,2011,6930,2282,1653,343,39,860,508,78,40,104,226,106,441,2,95,153
71102,Smederevska Palanka,2011,2173,794,219,162,66,328,207,45,19,17,38,11,164,3,59,41
71129,Sokobanja,2011,716,162,27,167,4,90,121,19,5,5,24,7,73,3,2,7
71137,Surdulica,2011,760,59,22,4,17,359,21,133,1,5,20,3,66,0,39,11
71145,Užice,2011,1162,25,62,70,21,174,71,23,21,45,101,16,325,6,193,9
71153,Topola,2011,1161,105,26,89,2,179,585,10,9,20,43,10,47,0,9,27
71161,Trgovište,2011,24,0,0,4,1,2,0,0,0,0,1,0,13,0,3,0
71170,Trstenik,2011,2430,125,82,51,7,538,1196,42,8,41,90,60,145,0,31,14
71188,Tutin,2011,4548,424,17,59,66,2905,109,136,0,3,32,16,582,0,35,164
71196,Ćićevac,2011,351,75,31,24,0,66,63,16,4,7,5,1,47,0,8,4
71200,Ćuprija,2011,5244,514,34,298,11,298,3389,316,4,16,25,66,118,1,3,151
71218,Ub,2011,996,583,67,27,13,100,58,9,4,19,12,2,66,0,29,7
71226,Crna Trava,2011,29,4,0,5,0,7,1,0,2,0,0,0,7,0,3,0
71234,Čajetina,2011,99,0,3,6,2,21,13,3,1,0,6,1,28,0,14,1
71242,Čačak,2011,1965,91,144,139,68,365,226,60,27,36,172,49,466,7,101,14
71269,Šabac,2011,4583,1285,298,224,193,1150,243,44,45,88,146,56,495,6,174,136
71277,Lapovo,2011,573,112,22,206,2,55,71,12,1,5,26,0,28,0,5,28
71285,Niška Banja /Niš/,2011,329,42,10,22,14,75,32,27,0,8,14,2,57,1,3,22
71293,Surčin /Zemun-Beograd/,2011,760,83,40,37,16,232,38,27,14,29,35,11,149,3,31,15
71307,Pantelej /Niš/,2011,868,20,61,36,20,188,88,79,17,22,94,7,203,0,27,6
71315,Crveni krst /Niš/,2011,996,49,100,50,23,304,86,74,19,22,22,37,164,0,24,22
71323,Palilula /Niš/,2011,1458,80,78,82,19,375,132,98,20,35,93,24,360,3,24,35
71331,Medijana /Niš/,2011,2052,131,85,93,48,324,146,167,45,110,272,52,506,6,32,35
71340,Kostolac /Požarevac/,2011,893,412,139,38,15,71,31,65,4,12,7,7,78,0,2,12
71358,Vranjska Banja /Vranje/,2011,264,14,8,4,3,109,26,48,0,0,6,4,30,0,5,7
80012,Ada,2011,680,61,3,9,3,111,13,14,6,41,9,0,35,365,0,10
80039,Alibunar,2011,1025,102,9,32,0,154,275,57,9,28,144,10,163,1,20,21
80047,Apatin,2011,1118,178,44,2,11,379,36,1,13,47,29,13,235,100,20,10
80055,Bač,2011,1103,107,331,20,6,274,51,13,5,15,22,46,195,1,12,5
80063,Bačka Palanka,2011,1049,116,75,39,3,251,84,22,12,16,23,19,344,10,23,12
80071,Bačka Topola,2011,808,38,13,1,5,149,8,12,13,21,15,3,98,410,17,5
80080,Bački Petrovac,2011,814,68,29,16,4,127,41,0,6,39,20,8,442,0,2,12
80098,Bela Crkva,2011,1425,769,164,28,0,123,23,84,0,7,131,0,66,0,6,24
80101,Beočin,2011,317,38,15,14,3,86,15,35,2,0,14,6,78,4,4,3
80110,Bečej,2011,588,26,8,7,6,128,32,5,6,8,35,8,117,185,12,5
80128,Vršac,2011,2388,528,23,47,10,291,453,383,11,40,145,18,390,7,11,31
80136,Žabalj,2011,408,122,14,1,1,121,31,20,0,4,8,2,59,2,12,11
80144,Žitište,2011,483,95,4,4,0,151,37,22,2,11,17,2,111,18,6,3
80152,Zrenjanin,2011,2901,415,105,55,53,736,159,69,28,118,220,63,611,149,83,37
80179,Inđija,2011,1367,141,107,34,27,466,94,54,26,49,56,32,194,7,61,19
80187,Irig,2011,182,17,13,2,0,49,22,3,4,8,4,4,43,0,5,8
80195,Kanjiža,2011,873,20,4,3,4,99,21,6,6,4,8,4,43,620,0,31
80209,Kikinda,2011,927,54,23,17,12,271,48,15,12,48,63,12,276,50,18,8
80217,Kovačica,2011,674,124,12,13,0,101,31,14,9,10,57,5,255,13,15,15
80225,Kovin,2011,1783,565,259,164,28,302,67,93,14,10,47,31,99,66,21,17
80233,Kula,2011,1030,71,129,25,8,228,67,5,10,110,66,17,238,37,10,9
80241,Mali Iđoš,2011,363,10,1,8,1,72,6,3,1,4,8,9,51,185,2,2
80250,Nova Crnja,2011,134,23,1,5,0,40,2,1,2,2,1,2,21,24,7,3
80268,Novi Bečej,2011,569,106,20,13,2,150,36,7,2,8,36,6,122,53,3,5
80276,Novi Kneževac,2011,270,11,2,7,0,82,29,1,8,0,14,0,35,75,1,5
80284,Novi Sad,2011,5649,520,314,147,76,1101,286,113,167,252,581,98,1574,204,121,95
80292,Opovo,2011,195,28,6,6,4,47,23,13,1,5,12,3,26,2,12,7
80306,Odžaci,2011,828,51,85,9,11,248,61,66,1,28,28,17,173,13,18,19
80314,Pančevo,2011,2604,245,142,182,27,585,198,125,61,58,272,50,511,18,100,30
80322,Pećinci,2011,224,59,7,6,1,53,13,16,1,3,12,0,33,0,17,3
80349,Plandište,2011,412,26,3,3,0,78,145,51,0,4,30,10,53,3,2,4
80357,Ruma,2011,1425,283,180,37,36,318,117,33,10,37,43,16,244,3,42,26
80365,Senta,2011,801,15,3,7,5,63,9,25,3,21,12,3,60,566,1,8
80373,Sečanj,2011,423,133,4,9,1,90,29,7,3,5,25,8,81,1,12,15
80381,Sombor,2011,1736,217,131,19,7,448,56,14,39,48,85,23,421,198,17,13
80390,Srbobran,2011,237,23,9,6,2,96,17,0,4,0,5,4,47,13,8,3
80403,Sremska Mitrovica,2011,2801,821,144,50,74,575,200,20,35,55,88,42,597,5,49,46
80411,Sremski Karlovci,2011,198,13,8,2,4,69,16,0,9,8,12,0,38,3,7,9
80420,Stara Pazova,2011,1716,207,95,47,37,501,150,40,32,41,80,38,351,2,75,20
80438,Subotica,2011,3836,162,114,58,21,661,77,95,77,102,239,57,655,1419,39,60
80446,Temerin,2011,651,114,16,18,6,121,47,11,9,20,18,2,106,142,14,7
80454,Titel,2011,364,145,1,10,1,122,16,5,0,4,2,6,40,0,6,6
80462,Vrbas,2011,627,38,46,18,8,162,14,24,20,34,31,8,189,24,5,6
80489,Čoka,2011,193,13,1,3,0,49,12,1,1,6,1,0,23,80,2,1
80497,Šid,2011,1294,195,54,38,43,315,116,22,24,15,23,25,343,1,10,70
80519,Petrovaradin /Novi Sad/,2011,835,64,30,12,13,230,51,30,23,40,70,35,181,16,14,26
